C,C#,D,Eb,E,F,F#,G,Ab,A,Bb,B,key
0.2196969696969697,0.0,0.10227272727272728,0.003787878787878788,0.12121212121212122,0.14772727272727273,0.0,0.19696969696969696,0.003787878787878788,0.09848484848484848,0.0,0.10606060606060606,C
